NAME	TITLE	SCORE	
C4BPA	complement component 4 binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1325]	1.4911685	
ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	1.4903058	
NCKAP1L	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	1.4895039	
GJB5	gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287]	1.4888859	
VPREB1	V-set pre-B cell surrogate light chain 1 [Source:HGNC Symbol;Acc:HGNC:12709]	1.4882187	
KLHL32	kelch like family member 32 [Source:HGNC Symbol;Acc:HGNC:21221]	1.4876659	
PMP2	peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117]	1.4861805	
SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	1.4853445	
LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	1.4847287	
PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	1.4812939	
FERMT3	fermitin family member 3 [Source:HGNC Symbol;Acc:HGNC:23151]	1.4773563	
ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]	1.4762735	
KNG1	kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]	1.474913	
IFI44L	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]	1.4706892	
GIMAP5	GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]	1.4703614	
KRT19	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	1.4664178	
CCR6	C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607]	1.4663167	
LY9	lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730]	1.4621702	
CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	1.4597152	
KCTD12	potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]	1.4588062	
KMO	kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]	1.4582152	
INVS	inversin [Source:HGNC Symbol;Acc:HGNC:17870]	1.454824	
C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	1.4527651	
CHST1	carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]	1.4475623	
MAP6	microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]	1.4449294	
PHF11	PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]	1.4443154	
CLDN3	claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]	1.4436301	
CCR4	C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605]	1.4401193	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	1.4374937	
LYN	LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]	1.4370977	
SCN5A	sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]	1.4355401	
TIFAB	TIFA inhibitor [Source:HGNC Symbol;Acc:HGNC:34024]	1.4353783	
SH3D21	SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236]	1.4341453	
PIF1	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	1.4337277	
NENF	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]	1.4328243	
IL2RG	interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]	1.4322528	
KIAA2013	KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]	1.4290558	
CENPH	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]	1.4277449	
KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	1.427171	
STAP1	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]	1.4241275	
ARL11	ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]	1.4219506	
SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]	1.4217964	
ESYT3	extended synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:24295]	1.4207957	
GPR183	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	1.4207168	
PSAP	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]	1.4204756	
PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	1.4196092	
SPHK1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	1.4162457	
LAMB3	laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]	1.4157666	
TSPO	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]	1.4148858	
UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	1.4145741	
MAPK13	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]	1.4144517	
GAS2L3	growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]	1.4142885	
IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	1.4126612	
GJB4	gap junction protein beta 4 [Source:HGNC Symbol;Acc:HGNC:4286]	1.4112608	
CORO1C	coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]	1.4111251	
PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	1.4088078	
HVCN1	hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]	1.406926	
CCL17	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]	1.4056548	
HAVCR2	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	1.4038686	
CKAP2L	cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]	1.4031872	
IL27RA	interleukin 27 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:17290]	1.4019644	
CRIP1	cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360]	1.4012444	
B4GALT6	beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]	1.4011294	
FYB2	FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]	1.4006606	
GPR68	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	1.400586	
VAV1	vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]	1.3994704	
SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	1.399259	
GTF2F2	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]	1.3988978	
UBTD1	ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683]	1.3976383	
TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	1.3956932	
SKA1	spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109]	1.3953854	
ENDOD1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	1.3934822	
CSF1	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1.3908525	
KRT16	keratin 16 [Source:HGNC Symbol;Acc:HGNC:6423]	1.3903837	
CLEC5A	C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]	1.3901417	
GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	1.389226	
F2RL2	coagulation factor II thrombin receptor like 2 [Source:HGNC Symbol;Acc:HGNC:3539]	1.387793	
CLDN1	claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]	1.3864737	
MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]	1.3860084	
OPRPN	opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]	1.3850306	
EFNA4	ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]	1.384946	
ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	1.3834845	
EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	1.3833247	
BSG	basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]	1.3829409	
TUBB2B	tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]	1.3796202	
HROB	homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460]	1.3783668	
DACT2	dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231]	1.3783244	
CD276	CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]	1.3779032	
ZBTB7C	zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:HGNC:31700]	1.3777468	
TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]	1.376109	
ITGAM	integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]	1.3760844	
C2CD4B	C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]	1.3747206	
FCRL2	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	1.374221	
SELPLG	selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]	1.3737406	
TRPV2	transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	1.3708897	
RPS14	ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]	1.3683573	
SFTA2	surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]	1.368257	
RHOH	ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]	1.3672888	
MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	1.3637145	
VMP1	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]	1.3604681	
KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	1.359133	
CAVIN3	caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]	1.35808	
ALOX5AP	arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]	1.3564867	
FCGR2B	Fc fragment of IgG receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]	1.3561883	
RACGAP1	Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]	1.355201	
HEMGN	hemogen [Source:HGNC Symbol;Acc:HGNC:17509]	1.3512287	
LEMD1	LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]	1.350821	
SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	1.3502097	
ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]	1.3476534	
IL1RL2	interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999]	1.3476385	
GNGT2	G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412]	1.3443419	
C1QB	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]	1.3418639	
TINAGL1	tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]	1.3416207	
AQP1	aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]	1.3400576	
PLEKHS1	pleckstrin homology domain containing S1 [Source:HGNC Symbol;Acc:HGNC:26285]	1.339422	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	1.3390893	
ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	1.335612	
ZIK1	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]	1.3353271	
ADGRV1	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]	1.3345195	
KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]	1.3342705	
ATAD2	ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]	1.3337631	
SECTM1	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]	1.3328402	
COTL1	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	1.3320757	
HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]	1.3312286	
PIMREG	PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]	1.3307287	
CCDC88B	coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757]	1.3280704	
ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	1.3274255	
DRAM1	DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]	1.326085	
CNBD2	cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145]	1.3257891	
NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]	1.3248657	
UBE2L6	ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]	1.3245517	
KYNU	kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]	1.323751	
CTTNBP2NL	CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]	1.3233198	
TRPM2	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	1.3223654	
PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	1.3222457	
TUBB2A	tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]	1.3205217	
TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]	1.3205137	
UPK3BL1	uroplakin 3B like 1 [Source:HGNC Symbol;Acc:HGNC:37278]	1.3193811	
CDT1	chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576]	1.3193595	
LITAF	lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]	1.3159071	
TREML2	triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]	1.3146318	
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]	1.3142669	
SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	1.3130999	
MTFR2	mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115]	1.3130637	
CD300C	CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320]	1.3112376	
PPFIA4	PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]	1.3112062	
CD5L	CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]	1.3084307	
INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]	1.3061526	
TMSB10	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]	1.3050128	
CH25H	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	1.3048567	
CTLA4	cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]	1.3046762	
ARHGAP25	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]	1.3032775	
PTRH1	peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]	1.3016772	
LCP2	lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]	1.3003768	
GLB1	galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]	1.29983	
EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]	1.2978373	
PKP1	plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]	1.2969964	
ITGB3	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	1.2961894	
RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	1.295809	
IL21R	interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]	1.2944008	
CST6	cystatin E/M [Source:HGNC Symbol;Acc:HGNC:2478]	1.2941172	
RRM2	ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]	1.2923297	
IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	1.2907686	
CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	1.2904731	
ICOSLG	inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]	1.2879932	
CTSA	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	1.2875199	
CD300LD	CD300 molecule like family member d [Source:HGNC Symbol;Acc:HGNC:16848]	1.2868067	
LMNA	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]	1.2867692	
FOXP3	forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]	1.2863358	
WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	1.2853695	
C1QC	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	1.2850931	
UPK1A	uroplakin 1A [Source:HGNC Symbol;Acc:HGNC:12577]	1.2840514	
MXRA7	matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]	1.2835512	
CENPM	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]	1.2825001	
PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	1.2819041	
GBA	glucosylceramidase beta [Source:HGNC Symbol;Acc:HGNC:4177]	1.2785871	
LAD1	ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]	1.278532	
AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	1.2782178	
CXCR2	C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	1.2762854	
PALLD	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	1.2760963	
CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	1.2735754	
NT5C	5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]	1.27352	
GPR84	G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535]	1.2714622	
ZBP1	Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176]	1.2711804	
CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	1.2694259	
SERINC5	serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]	1.2689042	
CD300A	CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]	1.2687571	
ECT2	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	1.268528	
RPL39	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]	1.2662823	
GSG1	germ cell associated 1 [Source:HGNC Symbol;Acc:HGNC:19716]	1.2661735	
KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	1.2660589	
SEMA3A	semaphorin 3A [Source:HGNC Symbol;Acc:HGNC:10723]	1.2657712	
ITPRIPL2	ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]	1.2647845	
LY6H	lymphocyte antigen 6 family member H [Source:HGNC Symbol;Acc:HGNC:6728]	1.2638805	
TMEM40	transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]	1.2638212	
CCNB2	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	1.2627102	
IL24	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	1.2609156	
SIRPB2	signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]	1.2601206	
SPINT2	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]	1.2596755	
ILDR1	immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]	1.2593915	
SPNS2	sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]	1.2586354	
PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	1.2584562	
FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]	1.2572823	
MCM3	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]	1.2556105	
S100A16	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]	1.2555931	
SLFN12L	schlafen family member 12 like [Source:HGNC Symbol;Acc:HGNC:33920]	1.2553536	
PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	1.2545897	
CFP	complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864]	1.2544144	
BNIPL	BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976]	1.2543685	
CASP4	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]	1.254332	
NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	1.2521468	
SDC4	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]	1.2518895	
PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	1.2512395	
TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]	1.2492809	
NCF1	neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]	1.2488517	
EPHA7	EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390]	1.2472768	
ARHGAP30	Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]	1.2461267	
CDC25C	cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]	1.2457808	
PDLIM2	PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]	1.2434165	
PTPRJ	protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]	1.242733	
OLIG1	oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]	1.2422745	
LAIR1	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]	1.2409769	
SSBP3	single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]	1.2409416	
CKAP2	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]	1.2403753	
C19orf33	chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:16668]	1.2382735	
TPO	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]	1.2379667	
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	1.2355577	
ERO1A	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]	1.2352271	
TMEM238	transmembrane protein 238 [Source:HGNC Symbol;Acc:HGNC:40042]	1.235113	
UNC5CL	unc-5 family C-terminal like [Source:HGNC Symbol;Acc:HGNC:21203]	1.2336656	
GRPR	gastrin releasing peptide receptor [Source:HGNC Symbol;Acc:HGNC:4609]	1.2333983	
EREG	epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]	1.2333196	
EMB	embigin [Source:HGNC Symbol;Acc:HGNC:30465]	1.2327176	
FSTL4	follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]	1.2325971	
RIN3	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]	1.231522	
GUSB	glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]	1.2311902	
TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	1.2305913	
FAM174B	family with sequence similarity 174 member B [Source:HGNC Symbol;Acc:HGNC:34339]	1.2295455	
ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]	1.2289444	
LRRC25	leucine rich repeat containing 25 [Source:HGNC Symbol;Acc:HGNC:29806]	1.2287816	
MASTL	microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]	1.2286083	
CCNA2	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	1.227949	
MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	1.2271626	
NR1H5P	nuclear receptor subfamily 1 group H member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:32673]	1.226396	
S100A4	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	1.2243105	
HOXB2	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]	1.2237366	
HASPIN	histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]	1.2236698	
WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30912]	1.2223047	
ATP2B4	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	1.2216843	
RPL12	ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]	1.2216592	
SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	1.2212327	
MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	1.2211004	
BEND4	BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]	1.22039	
CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]	1.218118	
CYTH4	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]	1.2159524	
MVD	mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	1.2140671	
STING1	stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]	1.213813	
LGMN	legumain [Source:HGNC Symbol;Acc:HGNC:9472]	1.2132788	
RPL18	ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]	1.2128252	
AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	1.210027	
SLC15A2	solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921]	1.208267	
PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]	1.2071495	
GEMIN4	gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]	1.2064303	
FIGNL1	fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]	1.2060165	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	1.2053534	
TENT5B	terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273]	1.2048848	
SH3BP2	SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]	1.2039776	
ANLN	anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	1.2034584	
PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	1.203381	
CYP4F3	cytochrome P450 family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:2646]	1.2032838	
